MonDO axiom predicate,predicate label,"MonDO axiom ""some values from"" object",object label,count
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/HP_0001644,,5
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/HP_0009064,,5
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/HP_0009755,,5
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/MONDO_0018912,,5
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0000049,,4
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0002576,,4
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0011012,,4
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/UBERON_0002384,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000518,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000648,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001289,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001298,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001880,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001931,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001977,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002063,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002224,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002249,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0003470,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0004313,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0004319,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0008905,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0010606,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0004785,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0005041,,4
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0005147,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/CHEBI_27958,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_10294,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_10335,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_11019,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_121225,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_1392,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_186817,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_234,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_272561,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_6249,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_629,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_632,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_772,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_773,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_809,,4
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_810,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000007,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000043,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000403,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000966,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001351,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001723,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001817,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0007196,,4
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0011892,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/CL_0000451,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/CL_0000845,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0000056,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0000344,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001103,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001457,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001735,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001754,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001829,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001862,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002294,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002372,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002398,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002412,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010402,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010743,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0013229,,4
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0014892,,4
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0006793,,4
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0008482,,4
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0030195,,4
http://purl.obolibrary.org/obo/RO_0004024,disease causes disruption of,http://purl.obolibrary.org/obo/GO_0050957,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004046,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0004336,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006000,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006099,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006572,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0006600,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0007585,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0008203,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0008456,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0009450,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0022848,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0046655,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0051458,,4
http://purl.obolibrary.org/obo/RO_0004021,disease has basis in disruption of,http://purl.obolibrary.org/obo/GO_0098856,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10593,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/1092,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/10994,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/12530,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/12703,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/12762,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/15979,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/18481,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/20670,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/2187,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/2214,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/2770,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/28887,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/3688,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/3689,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/3754,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/4115,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/4220,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/4800,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/4827,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/4879,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/5009,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/6091,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/644,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/7106,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/7225,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/7577,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/7765,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/8620,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/8636,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/8975,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/9004,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/9039,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/9069,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://identifiers.org/hgnc/9884,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://purl.obolibrary.org/obo/GO_0005753,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://purl.obolibrary.org/obo/GO_0016012,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://purl.obolibrary.org/obo/PR_000013016,,4
http://purl.obolibrary.org/obo/RO_0004020,disease has basis in dysfunction of,http://purl.obolibrary.org/obo/UBERON_0002113,,4
http://purl.obolibrary.org/obo/RO_0002451,transmitted by,http://purl.obolibrary.org/obo/NCBITaxon_121224,,4
http://purl.obolibrary.org/obo/mondo#disease_shares_features_of,http://purl.obolibrary.org/obo/mondo#disease_shares_features_of,http://purl.obolibrary.org/obo/MONDO_0011399,,4
http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/CHEBI_15765,,4
http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/CHEBI_26948,,4
http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/mondo#disease_responds_to,http://purl.obolibrary.org/obo/CHEBI_30411,,4
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/HP_0000112,,4
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/mondo#disease_has_major_feature,http://purl.obolibrary.org/obo/HP_0002242,,4
http://purl.obolibrary.org/obo/mondo#disease_has_basis_in_accumulation_of,http://purl.obolibrary.org/obo/mondo#disease_has_basis_in_accumulation_of,http://purl.obolibrary.org/obo/CHEBI_16874,,4
http://purl.obolibrary.org/obo/BFO_0000054,is realized by,http://purl.obolibrary.org/obo/MFOMD_0000122,,4
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0000138,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0000210,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/CL_0002312,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/UBERON_0002394,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/UBERON_0003902,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/UBERON_0003911,,3
http://purl.obolibrary.org/obo/RO_0004030,disease arises from structure,http://purl.obolibrary.org/obo/UBERON_0005425,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000365,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000618,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000707,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000739,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000790,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0000819,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001649,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001744,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001789,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0001882,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002102,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002240,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002615,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0002901,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0003124,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0003128,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0003231,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0003401,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0004430,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0005390,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0010783,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0010885,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0011043,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/HP_0011110,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0001029,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0002049,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0003799,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/MONDO_0020178,,3
http://purl.obolibrary.org/obo/RO_0004029,disease has feature,http://purl.obolibrary.org/obo/NCIT_C45980,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_119088,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_12083,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_12086,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_1314,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_138,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_138950,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_1659,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_168,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_2037,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_446,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_5052,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_55824,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_5690,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_570,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_6181,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_6209,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_6236,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_6308,,3
http://purl.obolibrary.org/obo/RO_0004028,realized in response to stimulus,http://purl.obolibrary.org/obo/NCBITaxon_782,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000379,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000473,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000948,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000996,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0000997,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001043,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001242,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001691,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001728,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001760,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001764,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001826,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001833,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0001850,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0002116,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0002393,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0002407,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0003126,,3
http://purl.obolibrary.org/obo/RO_0004027,disease has inflammation site,http://purl.obolibrary.org/obo/UBERON_0004786,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/CL_0000244,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0000382,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0000916,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001015,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001184,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001300,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001322,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001601,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001644,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001648,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001649,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001677,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001679,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001716,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001815,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001831,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001871,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0001911,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002073,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002116,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002298,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002330,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0002428,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0003902,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0006082,,3
http://purl.obolibrary.org/obo/RO_0004026,disease has location,http://purl.obolibrary.org/obo/UBERON_0010996,,3
