"","mid","ml","approxDepth","pathFamily","assertionOrientation","assertedPredicate","versionedIcd","iplstr"
"280","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:closeMatch","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"281","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:closeMatch","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"282","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C78.02","Secondary malignant neoplasm of left lung"
"283","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C78.0","Secondary malignant neoplasm of lung"
"284","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C78.00","Secondary malignant neoplasm of unspecified lung"
"285","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C78.01","Secondary malignant neoplasm of right lung"
"286","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"287","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"288","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"289","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"290","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"291","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C46.5","Kaposi's sarcoma of lung"
"292","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C46.50","Kaposi's sarcoma of unspecified lung"
"293","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C46.51","Kaposi's sarcoma of right lung"
"294","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C46.52","Kaposi's sarcoma of left lung"
"295","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"296","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"297","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"298","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"299","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"300","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"301","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"302","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"303","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","skos:exactMatch","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"304","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C78.02","Secondary malignant neoplasm of left lung"
"305","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C78.0","Secondary malignant neoplasm of lung"
"306","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C78.00","Secondary malignant neoplasm of unspecified lung"
"307","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C78.01","Secondary malignant neoplasm of right lung"
"308","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.90","Malignant neoplasm of unspecified part of unspecified bronchus or lung"
"309","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.8","Malignant neoplasm of overlapping sites of bronchus and lung"
"310","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.82","Malignant neoplasm of overlapping sites of left bronchus and lung"
"311","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.80","Malignant neoplasm of overlapping sites of unspecified bronchus and lung"
"312","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.81","Malignant neoplasm of overlapping sites of right bronchus and lung"
"313","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C46.5","Kaposi's sarcoma of lung"
"314","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C46.50","Kaposi's sarcoma of unspecified lung"
"315","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C46.51","Kaposi's sarcoma of right lung"
"316","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C46.52","Kaposi's sarcoma of left lung"
"317","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.2","Malignant neoplasm of middle lobe, bronchus or lung"
"318","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.32","Malignant neoplasm of lower lobe, left bronchus or lung"
"319","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.3","Malignant neoplasm of lower lobe, bronchus or lung"
"320","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.30","Malignant neoplasm of lower lobe, unspecified bronchus or lung"
"321","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.31","Malignant neoplasm of lower lobe, right bronchus or lung"
"322","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.12","Malignant neoplasm of upper lobe, left bronchus or lung"
"323","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.1","Malignant neoplasm of upper lobe, bronchus or lung"
"324","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.10","Malignant neoplasm of upper lobe, unspecified bronchus or lung"
"325","MONDO:0008903","lung cancer",16,"mondo->snomed->CUI->icd","forward","mydata:mdbxr","ICD10CM:C34.11","Malignant neoplasm of upper lobe, right bronchus or lung"
"326","MONDO:0002806","bronchogenic carcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"327","MONDO:0002806","bronchogenic carcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"328","MONDO:0002806","bronchogenic carcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"329","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"330","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"331","MONDO:0005233","non-small cell lung carcinoma (disease)",20,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"332","MONDO:0005097","squamous cell lung carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"333","MONDO:0005097","squamous cell lung carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"334","MONDO:0005097","squamous cell lung carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"335","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"336","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"337","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"338","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"339","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"340","MONDO:0005061","lung adenocarcinoma",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"341","MONDO:0005933","pulmonary blastoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"342","MONDO:0005933","pulmonary blastoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"343","MONDO:0005933","pulmonary blastoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"344","MONDO:0006275","lung giant cell carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"345","MONDO:0006275","lung giant cell carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"346","MONDO:0006275","lung giant cell carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"347","MONDO:0003436","lung oat cell carcinoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"348","MONDO:0003436","lung oat cell carcinoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"349","MONDO:0003436","lung oat cell carcinoma",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"350","MONDO:0004973","adenosquamous lung carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"351","MONDO:0004973","adenosquamous lung carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"352","MONDO:0004973","adenosquamous lung carcinoma",26,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"353","MONDO:0003050","lung large cell carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"354","MONDO:0003050","lung large cell carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"355","MONDO:0003050","lung large cell carcinoma",22,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"356","MONDO:0005138","lung carcinoma",19,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"357","MONDO:0005138","lung carcinoma",19,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"358","MONDO:0005138","lung carcinoma",19,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"359","MONDO:0004660","lung carcinoma in situ",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"360","MONDO:0004660","lung carcinoma in situ",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"361","MONDO:0004660","lung carcinoma in situ",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"362","MONDO:0004660","lung carcinoma in situ",23,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"363","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"364","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"365","MONDO:0011014","pleuropulmonary blastoma",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"366","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"367","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"368","MONDO:0003181","lung adenoid cystic carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"369","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"370","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"371","MONDO:0006049","papillary lung adenocarcinoma",27,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"372","MONDO:0023275","Graham-Boyle-Troxell syndrome",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:759.6","Other hamartoses, not elsewhere classified"
"373","MONDO:0023275","Graham-Boyle-Troxell syndrome",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:759.6","Other hamartoses, not elsewhere classified"
"374","MONDO:0023275","Graham-Boyle-Troxell syndrome",32,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:759.6","Other hamartoses, not elsewhere classified"
"375","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"376","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"377","MONDO:0000375","bronchus carcinoma in situ",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:231.2","Carcinoma in situ of bronchus and lung"
"378","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"379","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"380","MONDO:0020555","pleuropulmonary blastoma type 1",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"381","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"382","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"383","MONDO:0020556","pleuropulmonary blastoma type 2",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"384","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"385","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"386","MONDO:0020557","pleuropulmonary blastoma type 3",33,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"387","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"388","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"389","MONDO:0008433","small cell lung carcinoma",28,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"390","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:416.8","Other chronic pulmonary heart diseases"
"391","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:518.89","Other diseases of lung, not elsewhere classified"
"392","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:416.8","Other chronic pulmonary heart diseases"
"393","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:518.89","Other diseases of lung, not elsewhere classified"
"394","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:416.8","Other chronic pulmonary heart diseases"
"395","MONDO:0006277","lung lymphangioleiomyomatosis",29,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:518.89","Other diseases of lung, not elsewhere classified"
"396","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"397","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"398","MONDO:0006281","lung signet ring cell carcinoma",25,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"399","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:197.0","Secondary malignant neoplasm of lung"
"400","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"401","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.8","Malignant neoplasm of other parts of bronchus or lung"
"402","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:202.80","Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
"403","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"404","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:235.7","Neoplasm of uncertain behavior of trachea, bronchus, and lung"
"405","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"406","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.4","Malignant neoplasm of middle lobe, bronchus or lung"
"407","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.5","Malignant neoplasm of lower lobe, bronchus or lung"
"408","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:415.19","Other pulmonary embolism and infarction"
"409","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","owl:equivalentClass","ICD9CM:162.3","Malignant neoplasm of upper lobe, bronchus or lung"
"410","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:162.4","Malignant neoplasm of middle lobe, bronchus or lung"
"411","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:162.5","Malignant neoplasm of lower lobe, bronchus or lung"
"412","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:closeMatch","ICD9CM:162.3","Malignant neoplasm of upper lobe, bronchus or lung"
"413","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:197.0","Secondary malignant neoplasm of lung"
"414","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"415","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.8","Malignant neoplasm of other parts of bronchus or lung"
"416","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:202.80","Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
"417","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"418","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:235.7","Neoplasm of uncertain behavior of trachea, bronchus, and lung"
"419","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
"420","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.4","Malignant neoplasm of middle lobe, bronchus or lung"
"421","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.5","Malignant neoplasm of lower lobe, bronchus or lung"
"422","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:415.19","Other pulmonary embolism and infarction"
"423","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","skos:exactMatch","ICD9CM:162.3","Malignant neoplasm of upper lobe, bronchus or lung"
"424","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:197.0","Secondary malignant neoplasm of lung"
"425","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.9","Malignant neoplasm of bronchus and lung, unspecified"
"426","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:162.8","Malignant neoplasm of other parts of bronchus or lung"
"427","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:202.80","Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
"428","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:199.1","Other malignant neoplasm without specification of site"
"429","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:235.7","Neoplasm of uncertain behavior of trachea, bronchus, and lung"
"430","MONDO:0008903","lung cancer",16,"mondo->snomed,transitive->NLM mappings->icd9","forward","mydata:mdbxr","ICD9CM:198.89","Secondary malignant neoplasm of other specified sites"
